id,name,trafficType,municipality,county,roadCategory,road_ref,lat,lon
17322V1201949,STORBUKT,VEHICLE,Nordkapp,Troms og Finnmark,E,EV69 S3D10 m415,70.998349,25.968311
69505V1996592,Lænn mot Otterøya,VEHICLE,Namsos,Trøndelag,F,FV767 S1D1 m30,64.502525,11.470804
56438V804776,SKJOLDSKIFTET NORD,VEHICLE,Bergen,Vestland,E,EV39 S79D1 m98,60.313885,5.355408
77520V578218,STEINFJELLET,VEHICLE,Namsskogan,Trøndelag,F,FV773 S2D1 m7450,64.86052,13.25439
34938V72813,Innherredsveien ved Saxenborg alle,VEHICLE,Trondheim,Trøndelag,F,FV6692 S2D1 m1291,63.437778,10.443222
90132V805016,GYLDENPRIS-PFJBR.,VEHICLE,Bergen,Vestland,R,RV555 S1D1 m1489 KD5 m122,60.382357,5.315039
51157V805707,LIANAKKEN RETNING 1,VEHICLE,Bergen,Vestland,R,RV555 S1D1 m4831,60.376931,5.257349
77275V885276,GRADDIS,VEHICLE,Saltdal,Nordland,R,RV77 S2D1 m5111,66.763361,15.657723
65523V444273,Nesoddv v/Knardalv,VEHICLE,Frogn,Viken,F,FV156 S2D1 m3137,59.724037,10.695757
76404V578315,Gjemble mot Levanger,VEHICLE,Levanger,Trøndelag,F,FV6866 S2D1 m4629,63.749105,11.27144
34232V2482021,EIKÅS,VEHICLE,Bergen,Vestland,E,EV39 S75D60 m160,60.477392,5.355637
65635V249639,Kvanne Ø.,VEHICLE,Surnadal,Møre og Romsdal,F,FV670 S3D1 m2105,62.893647,8.564777
97126V1993682,KNAPPETUN.DOLVIK FYLLINGSDALSVEIEN,VEHICLE,Bergen,Vestland,F,FV557 S1D1 m2476,60.310593,5.26799
72633V2059185,KROKSTADØRA N,VEHICLE,Orkland,Trøndelag,F,FV714 S3D1 m4167,63.415683,9.516292
55982V384008,LJØSNE,VEHICLE,Lærdal,Vestland,E,EV16 S22D1 m4949,61.049288,7.594617
73125V3145673,E6 Teisen pårampe fra Bryn,VEHICLE,Oslo,Oslo,E,EV6 S16D1 m4275 KD1 m325,59.915088,10.814465
02152V319799,Dirdal,VEHICLE,Gjesdal,Rogaland,F,FV45 S12D1 m5460,58.807611,6.243067
65405V1175503,STORGATEN 15,VEHICLE,Larvik,Vestfold og Telemark,F,FV303 S1D1 m1181,59.05087,10.028981
84355V1175837,HEM,VEHICLE,Larvik,Vestfold og Telemark,F,FV303 S3D1 m1459,59.06829,10.193922
99999V444329,STRANDVEIEN,VEHICLE,Bærum,Viken,F,FV1633 S1D10 m23,59.912938,10.641011
20435V804835,SENTRUM-DANMPL.,VEHICLE,Bergen,Vestland,E,EV39 S77D1 m7122 KD8 m51,60.38433,5.336003
68598V1060115,LILLO ØST,VEHICLE,Østre Toten,Innlandet,F,FV33 S6D1 m10844,60.682874,10.83501
60256V2518809,Tennebekk,VEHICLE,Bergen,Vestland,F,FV558 S1D1 m5641,60.365612,5.248409
60041V443428,FROGNTUNNELEN,VEHICLE,Frogn,Viken,E,EV134 S49D1 m6659,59.708242,10.686021
30193V2370595,Karmøytunnelen Mjåsund,VEHICLE,Tysvær,Rogaland,F,FV553 S1D1 m2781,59.310465,5.40206
52043V1664653,Langnestunnelen,VEHICLE,Tromsø,Troms og Finnmark,F,FV862 S1D20 m897,69.663863,18.938923
13617V2518814,RAMPE SOTRA--KNAPPETUN.,VEHICLE,Bergen,Vestland,R,RV555 S1D1 m6270 KD3 m138,60.366444,5.249153
19572V1060262,HÅJENBAKKEN,VEHICLE,Østre Toten,Innlandet,F,FV2338 S1D1 m10087,60.654587,10.819035
42194V2506518,Olsøykrysset mot Malm,VEHICLE,Indre Fosen,Trøndelag,F,FV720 S4D1 m100,63.673687,10.21312
99040V2725982,Ryfylketunnelen mot Solbakk,VEHICLE,Strand,Rogaland,R,RV13 S2D1 m14753,59.037739,5.933421
37462V1060672,HØLJERAST,VEHICLE,Nordre Land,Innlandet,F,FV33 S12D1 m13418,60.836618,9.829391
64488V930454,FORSOEKSGAARDEN v/ATK,VEHICLE,Alta,Troms og Finnmark,F,FV870 S1D1 m3330,69.958703,23.298821
63209V971634,RØDSBAKKEN SYD,VEHICLE,Fredrikstad,Viken,F,FV1112 S1D1 m288,59.201238,10.920787
99164V249589,Ålvundfoss,VEHICLE,Sunndal,Møre og Romsdal,R,RV70 S10D1 m8959,62.831249,8.526263
45129V22190,STOREMYR,VEHICLE,Lillesand,Agder,F,FV402 S3D1 m1279,58.276054,8.323454
17219V705297,HJELLUM,VEHICLE,Hamar,Innlandet,F,FV225 S1D1 m1702,60.799245,11.166987
59632V1126311,GÅRA SØR,VEHICLE,Kvæfjord,Troms og Finnmark,F,FV850 S2D1 m84,68.760731,16.243957
97081V1175731,SKJEE,VEHICLE,Sandefjord,Vestfold og Telemark,F,FV3160 S1D1 m2283,59.234822,10.280503
66316V2676855,Bodøtunnelen vestgående,VEHICLE,Bodø,Nordland,R,RV80 S6D1 m1929,67.281498,14.463027
68068V521218,Edland Meieriet,VEHICLE,Vinje,Vestfold og Telemark,F,FV362 S5D1 m7076,59.739436,7.577812
74178V248944,Skorgen,VEHICLE,Vestnes,Møre og Romsdal,F,FV5981 S2D1 m6408,62.567711,7.118766
08283B971512,ÅSGÅRD SYKKEL,BICYCLE,Råde,Viken,F,FV118 S7D50 m144,59.345506,10.915916
30551V930663,FORSØLVEGEN,VEHICLE,Hammerfest,Troms og Finnmark,F,FV8124 S1D1 m2453,70.689886,23.72325
18403V1060109,BILLINGEN,VEHICLE,Skjåk,Innlandet,R,RV15 S10D1 m7951,62.012597,7.824998
80226V319918,VERDALEN,VEHICLE,Klepp,Rogaland,F,FV510 S1D1 m562,58.77963,5.621933
16557V1900355,Skogmo mot Grong,VEHICLE,Overhalla,Trøndelag,F,FV760 S1D1 m30,64.505423,11.998134
82850V2492158,HOV NORD (FV247),VEHICLE,Søndre Land,Innlandet,F,FV247 S1D1 m744,60.707405,10.350711
22439V804830,DANMARKSPLASS-SENTR,VEHICLE,Bergen,Vestland,E,EV39 S77D1 m7122 KD6 m50,60.383785,5.335988
02540V930326,Soussjavri,VEHICLE,Kautokeino,Troms og Finnmark,R,RV92 S6D1 m2157,69.377149,24.202542
38587V805074,KNAPPSKOG FARTSTVALE,VEHICLE,Øygarden,Vestland,F,FV561 S1D1 m3330,60.377003,5.056655
80360V72241,Mannsfjelltunnelen,VEHICLE,Skaun,Trøndelag,E,EV39 S2D1 m1983,63.320303,10.127399
90532V320610,KVASSHEIM,VEHICLE,Hå,Rogaland,F,FV44 S10D1 m9136,58.550708,5.681482
86840V1060355,AURDAL (FV220),VEHICLE,Nord-Aurdal,Innlandet,F,FV2446 S2D10 m2335,60.921714,9.41719
47254V121508,FESTNINGSGATA,VEHICLE,Kristiansand,Agder,F,FV484 S1D1 m373,58.148466,7.994621
74354V2518815,SANDEIDET-KNAPPETU.N,VEHICLE,Bergen,Vestland,F,FV557 S1D1 m4887 KD4 m280,60.336686,5.264857
14158V705081,FLERMOBERGET,VEHICLE,Trysil,Innlandet,F,FV2168 S1D1 m1000,61.21765,12.69807
03169V885952,STOKMARKNES,VEHICLE,Hadsel,Nordland,F,FV82 S4D1 m1735,68.557956,14.957468
96084V320596,Årdal,VEHICLE,Hjelmeland,Rogaland,R,RV13 S6D1 m9559,59.14988,6.173714
32158V2482021,VÅGSBOTN-EIKÅSTUNNELEN,VEHICLE,Bergen,Vestland,E,EV39 S75D1 m9476,60.477773,5.35605
87495V2442199,RAMPE FRA STUDALEN,VEHICLE,Stord,Vestland,E,EV39 S85D1 m7599 KD5 m270,59.774404,5.48353
15135V443654,ASKER XFV207 SIKTA,VEHICLE,Asker,Viken,F,FV167 S2D1 m5955,59.824722,10.435777
00369V1125990,PERLARSANES,VEHICLE,Skjervøy,Troms og Finnmark,F,FV8690 S1D1 m13,70.003293,20.897909
14770V885184,BJERKVIK V.,VEHICLE,Narvik,Nordland,E,EV10 S31D1 m8175,68.551108,17.525343
24290V885934,ULVSVÅG S.,VEHICLE,Hamarøy,Nordland,E,EV6 S153D1 m14341,68.113305,15.867001
31998V805616,FLØYFJ NORDGÅENDE,VEHICLE,Bergen,Vestland,E,EV39 S77D1 m8154,60.388979,5.339909
30201V1175821,GUNNERØDBREKKA,VEHICLE,Horten,Vestfold og Telemark,F,FV325 S3D1 m2824,59.376707,10.449567
71291V1125935,Sentrumstangenten,VEHICLE,Tromsø,Troms og Finnmark,F,FV862 S1D10 m791,69.651873,18.945449
99915V578630,KVATNINGMYRA,VEHICLE,Overhalla,Trøndelag,F,FV17 S10D1 m5909,64.482479,11.665118
43296V319721,Åsedalen,VEHICLE,Sandnes,Rogaland,F,FV44 S15D1 m2566,58.832926,5.718803
21087V704776,ÅS V,VEHICLE,Ringsaker,Innlandet,F,FV1680 S3D1 m318,60.899935,10.811663
59036V1175765,HORTEN SYD,VEHICLE,Horten,Vestfold og Telemark,F,FV3204 S1D1 m2374,59.399124,10.463243
20724V1734407,Vadfosstunnelen,VEHICLE,Kragerø,Vestfold og Telemark,F,FV38 S1D1 m7387,58.896457,9.331392
19474V885911,ALSGAARD,VEHICLE,Vefsn,Nordland,E,EV6 S115D1 m1491,65.765274,13.291182
23071V1125776,Nordnes v/værstasjon,VEHICLE,Gàivuotna-Kåfjord,Troms og Finnmark,E,EV6 S185D10 m5473,69.584701,20.398726
77387V181050,GULSKOGEN,VEHICLE,Drammen,Viken,F,FV2708 S1D1 m1251,59.745181,10.168186
69804V443499,Sonsveien,VEHICLE,Vestby,Viken,F,FV151 S1D1 m1137,59.518618,10.714644
01615V443711,Garmo,VEHICLE,Eidsvoll,Viken,F,FV181 S1D1 m715,60.328987,11.207085
58281V249585,Øye N.,VEHICLE,Surnadal,Møre og Romsdal,F,FV65 S10D1 m3846,62.983411,8.711598
70525V578254,Hegra sør,VEHICLE,Stjørdal,Trøndelag,F,FV6788 S2D10 m367,63.462673,11.113093
86172V1125769,Heia v/værstasjon,VEHICLE,Balsfjord,Troms og Finnmark,E,EV6 S177D1 m9040,69.144833,19.050572
86173V805748,TORGET,VEHICLE,Bergen,Vestland,F,FV577 S1D1 m1022,60.395323,5.325935
06800V805054,KRÅKENES,VEHICLE,Bergen,Vestland,F,FV556 S1D1 m442,60.343964,5.332099
14675V1676379,HJELMUNGEN,VEHICLE,Halden,Viken,E,EV6 S1D1 m4947,59.135295,11.262906
92079V1206412,LANGNES,VEHICLE,Rana,Nordland,E,EV6 S125D1 m4263,66.304765,14.1301
85579V930653,BÅTSFJORD SENTRUM,VEHICLE,Båtsfjord,Troms og Finnmark,F,FV891 S3D1 m10377,70.630228,29.703829
39384V2506519,Olsøykrysset mot Åfjord,VEHICLE,Indre Fosen,Trøndelag,F,FV715 S7D1 m3050,63.674048,10.213552
05224V249575,Årølia,VEHICLE,Molde,Møre og Romsdal,F,FV64 S7D1 m364,62.750934,7.261822
42556V248999,Øran bru,VEHICLE,Rauma,Møre og Romsdal,F,FV64 S1D1 m262,62.560782,7.684584
76407V1773686,Bjørnegårdtunellen syd,VEHICLE,Bærum,Viken,E,EV16 S47D70 m8511,59.890386,10.510006
89964V805663,HUSNES,VEHICLE,Kvinnherad,Vestland,F,FV500 S6D1 m4874,59.874718,5.77758
17323V1205810,ASKIM,VEHICLE,Indre Østfold,Viken,F,FV128 S7D1 m2568,59.58033,11.167775
60223B1691799,VESTAD V/NSB SYKKEL,BICYCLE,Elverum,Innlandet,R,RV25 S5D1 m581,60.880731,11.549958
39427V444105,Vestbysvingen,VEHICLE,Eidsvoll,Viken,F,FV1551 S2D10 m220,60.257793,11.183328
44395V443794,BÆRUM SANDVIKSVEIEN,VEHICLE,Bærum,Viken,F,FV1424 S1D1 m883,59.882037,10.51527
70948V2482020,EIKÅSTUNNELEN-VÅGSBOTN,VEHICLE,Bergen,Vestland,E,EV39 S75D1 m8583,60.477792,5.355342
14231V2545190,Kongshavn rampe Nordgående,VEHICLE,Oslo,Oslo,E,EV18 S56D1 m622 KD4 m114,59.895707,10.757176
73283V1955438,TINNHEIVEIEN,VEHICLE,Kristiansand,Agder,K,KV18470 S1D1 m310,58.142583,7.965566
99696B1690744,SOLVANG SYKKEL,BICYCLE,Hamar,Innlandet,K,KV3305 S1D1 m21,60.806176,11.085389
51767V704636,VESTAD V/NSB,VEHICLE,Elverum,Innlandet,R,RV25 S5D1 m592,60.880725,11.550143
80415V249077,Hollingen,VEHICLE,Aukra,Møre og Romsdal,F,FV662 S2D1 m7230,62.778863,6.99418
26093V704634,VANG KIRKE,VEHICLE,Hamar,Innlandet,R,RV25 S2D1 m1476,60.801492,11.134399
55875V885917,DALSELV,VEHICLE,Rana,Nordland,E,EV6 S124D1 m1291,66.261912,13.974379
00617V930469,SAGA TVERRELVDALEN,VEHICLE,Alta,Troms og Finnmark,F,FV8002 S1D1 m50,69.961996,23.408557
42530V384528,LUTEFURATUNNELEN,VEHICLE,Fjaler,Vestland,F,FV57 S15D1 m2693,61.273355,5.361123
70429B619257,FROGNERST.SYKKEL 03,BICYCLE,Oslo,Oslo,E,EV18 S55D105 m3722,59.911168,10.704072
23527V1125822,VOLLSTAD (ex. FARTSTAVLE),VEHICLE,Harstad,Troms og Finnmark,R,RV83 S1D1 m2344,68.65234,16.588027
67664V384034,FODNESTUNNELEN,VEHICLE,Lærdal,Vestland,R,RV5 S2D1 m6099,61.146102,7.43011
74694V249534,Betna N.,VEHICLE,Heim,Trøndelag,E,EV39 S15D1 m31,63.088663,8.353548
79482V2435219,LYGNA SØR,VEHICLE,Gran,Innlandet,R,RV4 S10D1 m9077,60.457634,10.645419
25794V1212530,STEDJEBERGTUNNELEN,VEHICLE,Sogndal,Vestland,R,RV13 S48D1 m7813,61.216515,7.091341
36831V1060669,SVINGVOLL,VEHICLE,Søndre Land,Innlandet,F,FV33 S10D1 m5593,60.769594,10.275526
13447V625213,E6 Manglerud,VEHICLE,Oslo,Oslo,E,EV6 S16D1 m2289,59.901192,10.818019
89367V1060739,ØYER GR. SØR (FV312),VEHICLE,Øyer,Innlandet,F,FV2522 S2D1 m499,61.187314,10.41623
73005V249534,Betna V.,VEHICLE,Heim,Trøndelag,E,EV39 S15D1 m188,63.087726,8.35267
13990V971815,SKJEBERG NORD,VEHICLE,Sarpsborg,Viken,F,FV118 S3D1 m4345,59.213293,11.189304
63770B2560045,AULI-SYKKEL,BICYCLE,Tønsberg,Vestfold og Telemark,F,FV300 S1D1 m3916,59.282007,10.380346
30204V805725,SALHUS FARTSTAVLE,VEHICLE,Bergen,Vestland,F,FV5300 S1D1 m1829,60.481866,5.303222
25348V625498,Vækerøveien v/Ullernchaussen ,VEHICLE,Oslo,Oslo,K,KV160 S1D1 m1352,59.925897,10.641032
53289V804779,RAMPE SENTRUM - HOP,VEHICLE,Bergen,Vestland,E,EV39 S78D1 m6494,60.326516,5.335727
34924V1175548,SLOTTSFJELL TUNNEL,VEHICLE,Tønsberg,Vestfold og Telemark,F,FV308 S3D1 m972,59.270514,10.401965
24764V625406,SMESTAD BRANNSTASJON,VEHICLE,Oslo,Oslo,R,RV150 S2D1 m4757,59.933685,10.673027
41129V885351,Ljøsenhammarn,VEHICLE,Bodø,Nordland,F,FV812 S2D1 m7050,67.036283,15.149281
35829V885266,KRUTFJELLET,VEHICLE,Hattfjelldal,Nordland,R,RV73 S4D1 m4744,65.674486,14.268984
18674V443880,KIRKEVN V/HVALSTAD,VEHICLE,Asker,Viken,F,FV1436 S1D1 m730,59.857433,10.467994
78452V805697,NÅ,VEHICLE,Ullensvang,Vestland,F,FV550 S2D1 m4651,60.236797,6.563367
14444V2005568,Bårdshaug,VEHICLE,Orkland,Trøndelag,E,EV39 S3D1 m9329,63.296526,9.853385
58686V971793,KIRKELUND,VEHICLE,Rakkestad,Viken,F,FV220 S8D1 m6943,59.412939,11.35893
92316V578609,Grong mot Brekkvasselv,VEHICLE,Grong,Trøndelag,E,EV6 S97D1 m9260,64.465968,12.30256
70867V521066,SØNDBØVANN,VEHICLE,Kragerø,Vestfold og Telemark,E,EV18 S22D1 m2236,58.879954,9.202965
00508V249319,Utheim,VEHICLE,Averøy,Møre og Romsdal,F,FV6074 S1D1 m31,63.011005,7.437961
93647V885235,Sjonfjellet,VEHICLE,Nesna,Nordland,F,FV17 S44D1 m17818,66.286047,13.288153
15016V444232,LYSAKER VEST,VEHICLE,Bærum,Viken,E,EV18 S53D1 m4420,59.907549,10.618659
67786V443870,Fekjan v/Landøya,VEHICLE,Asker,Viken,F,FV1424 S2D1 m2618,59.860401,10.492668
30807V804741,BJØRKHAUGTUNNELEN,VEHICLE,Bergen,Vestland,E,EV16 S2D1 m6823,60.448004,5.44678
16271V444295,HVAL,VEHICLE,Lillestrøm,Viken,F,FV171 S1D1 m2195,60.019579,11.126807
21405V443151,Smihagen enveg mot,VEHICLE,Frogn,Viken,E,EV6 S13D1 m11036,59.703322,10.737141
97115V2506512,Olsøykrysset mot Vanvikan,VEHICLE,Indre Fosen,Trøndelag,F,FV715 S7D1 m2860,63.67246,10.212343
23568V444232,STARTOUR,VEHICLE,Bærum,Viken,E,EV18 S53D1 m3618,59.904733,10.605542
65179V1209937,SOLLI,VEHICLE,Råde,Viken,E,EV6 S6D1 m1719,59.335638,10.934926
28516V444278,RV159 VAREMESSA,VEHICLE,Lillestrøm,Viken,R,RV159 S3D1 m5645,59.948201,11.057354
03414V704757,BRØTTUM S,VEHICLE,Ringsaker,Innlandet,F,FV1656 S1D1 m359,61.028386,10.552945
28379B1846414,Skjelsvikdalen sykkeltellepunkt,BICYCLE,Porsgrunn,Vestfold og Telemark,R,RV36 S1D100 m711,59.100917,9.673228
04468V805022,RV555HP73RAMPE23000,VEHICLE,Bergen,Vestland,R,RV555 S1D1 m3989 KD2 m20,60.382133,5.270487
30703V180924,EGGEMOEN,VEHICLE,Ringerike,Viken,E,EV16 S48D1 m4501,60.197661,10.283665
29627V704654,HØGSETVOLLEN,VEHICLE,Engerdal,Innlandet,F,FV26 S16D1 m10901,61.994797,11.723012
22224V121366,Vesterveitunnelen,VEHICLE,Kristiansand,Agder,E,EV39 S128D1 m3018,58.141535,7.978686
19588V1060150,Langvatnet,VEHICLE,Skjåk,Innlandet,F,FV63 S1D1 m60,62.013711,7.396765
00438V971359,RAMSTAD VEST,VEHICLE,Indre Østfold,Viken,F,FV128 S5D1 m212,59.556607,11.365851
97181V1060277,BØVERBRU (FV111),VEHICLE,Vestre Toten,Innlandet,F,FV2370 S1D1 m6934,60.663094,10.670974
64526V2201224,ASKER SLEMMENSTADVN,VEHICLE,Asker,Viken,F,FV165 S1D1 m1608,59.847561,10.487459
09419V249596,Nordsundet,VEHICLE,Kristiansund,Møre og Romsdal,R,RV70 S19D1 m117,63.114265,7.753302
41331V443662,LOMMEDALSVEIEN,VEHICLE,Bærum,Viken,F,FV168 S3D1 m283,59.911078,10.489273
41275V625443,Gaustad rampe fra Ullevål,VEHICLE,Oslo,Oslo,R,RV150 S2D1 m1558 KD1 m101,59.946207,10.713135
68607V1060327,BRUSVEHAGEN,VEHICLE,Gjøvik,Innlandet,F,FV2368 S3D1 m1131,60.789705,10.656114
66711V384480,HAFSTADFLATA,VEHICLE,Sunnfjord,Vestland,E,EV39 S58D1 m56,61.448745,5.872088
03829V804778,RAMPE HOP MOT SENTR,VEHICLE,Bergen,Vestland,E,EV39 S78D1 m6871,60.325996,5.337963
27549V1060261,STANGE,VEHICLE,Østre Toten,Innlandet,F,FV2338 S1D1 m2689,60.63326,10.914178
70314V704662,STRAUMBU N,VEHICLE,Folldal,Innlandet,F,FV27 S8D1 m6395,61.972461,10.023919
32982V443679,Industriveien Jessheim,VEHICLE,Ullensaker,Viken,F,FV174 S2D1 m2775,60.151984,11.188145
99781V2303021,Eikeberget,VEHICLE,Sola,Rogaland,R,RV509 S1D1 m1813,58.896596,5.676848
41909V2583664,Granstunnelen nordgående,VEHICLE,Gran,Innlandet,R,RV4 S9D1 m7458,60.356408,10.58421
96841V443979,Skårersletta,VEHICLE,Lørenskog,Viken,K,KV9375 S1D1 m1012,59.918783,10.955178
45730V1175656,KAMFJORD,VEHICLE,Sandefjord,Vestfold og Telemark,F,FV3056 S1D1 m72,59.128228,10.242553
91582V930281,E6 Kirkenes X FV367 Vest,VEHICLE,Sør-Varanger,Troms og Finnmark,E,EV6 S244D1 m2379,69.725398,30.067192
47211B491325,Bedriftsvegen sykkeltellepunkt,BICYCLE,Skien,Vestfold og Telemark,K,KV13300 S3D1 m457,59.178149,9.611293
03398V249527,Glamoxbrua,VEHICLE,Molde,Møre og Romsdal,E,EV39 S24D1 m8019,62.739474,7.185983
52685V444218,Nordbytunellen,VEHICLE,Ås,Viken,E,EV6 S13D1 m12592,59.743848,10.782071
55556B1864967,Jonassens bru sykkeltellepunkt,BICYCLE,Skien,Vestfold og Telemark,K,KV64045 S1D10 m159,59.201947,9.591113
52742V2282262,ØRBEKK EV6,VEHICLE,Eidsvoll,Viken,E,EV6 S26D1 m1470,60.41426,11.241171
26685V704589,BREVAD,VEHICLE,Tynset,Innlandet,R,RV3 S27D1 m4701,62.652827,10.184754
22230V121755,SVINDLAND,VEHICLE,Kvinesdal,Agder,E,EV39 S114D1 m8528,58.273575,6.784696
90523V804810,STORD-HEIANE/SAGVÅG,VEHICLE,Stord,Vestland,E,EV39 S85D1 m9666 KD1 m205,59.763777,5.453363
23045V2441493,ARM STORD-BØMLO,VEHICLE,Stord,Vestland,E,EV39 S86D1 m4965 KD1 m107,59.741064,5.40419
41083B1811976,Varberg sykkel,BICYCLE,Eigersund,Rogaland,F,FV44 S7D110 m1562,58.456519,6.003084
53504V704979,LANGELAND SKOLE,VEHICLE,Kongsvinger,Innlandet,F,FV231 S1D1 m1022,60.199238,11.992426
55647V444294,A-H LIERFOSS,VEHICLE,Aurskog-Høland,Viken,F,FV170 S3D1 m5520,59.919055,11.52945
66206V805614,RØYKENES,VEHICLE,Bjørnafjorden,Vestland,E,EV39 S80D1 m75,60.254099,5.437843
13086V72353,FRØYATUNNELEN,VEHICLE,Hitra,Trøndelag,F,FV714 S11D1 m3033,63.654931,8.820481
63904V885194,E10 Vaterfjorden,VEHICLE,Vågan,Nordland,E,EV10 S15D1 m6925,68.281752,14.659658
04843V249564,Rød,VEHICLE,Molde,Møre og Romsdal,F,FV62 S4D1 m5044,62.771492,7.99231
65533V319820,Karmsundgata,VEHICLE,Haugesund,Rogaland,F,FV47 S1D1 m3246,59.423262,5.266088
04883V1704241,Verdal arm Verdalsøra-Steinkjer,VEHICLE,Verdal,Trøndelag,E,EV6 S86D1 m3749 KD2 m20,63.785569,11.465573
76848V249075,Lingedalen,VEHICLE,Molde,Møre og Romsdal,F,FV662 S1D1 m397,62.739097,7.173763
61487V319872,Risavika,VEHICLE,Sola,Rogaland,R,RV509 S2D1 m2869,58.929311,5.607631
08255V705294,BUTTEKVERN S,VEHICLE,Ringsaker,Innlandet,F,FV184 S2D1 m4073,60.880637,10.951312
34849V22154,OMRE,VEHICLE,Grimstad,Agder,F,FV420 S9D1 m2529,58.315841,8.519526
88700V521139,STEANE,VEHICLE,Kviteseid,Vestfold og Telemark,F,FV38 S11D1 m6810,59.275716,8.53538
60900V248916,Molde Fk.,VEHICLE,Molde,Møre og Romsdal,E,EV39 S24D1 m8559,62.737082,7.178031
39676V885922,SØRELVA,VEHICLE,Saltdal,Nordland,E,EV6 S134D1 m12653,66.689938,15.427426
70779V805678,AKSNES,VEHICLE,Kvam,Vestland,F,FV49 S7D1 m6279,60.335162,6.218288
64481V971430,HVALERTUNNELEN,VEHICLE,Hvaler,Viken,F,FV108 S4D1 m5384,59.03578,10.998028
71574V249086,Batnfjorden,VEHICLE,Gjemnes,Møre og Romsdal,F,FV666 S4D1 m8981,62.90895,7.716023
60757V384046,SUNDAFJELLTUNNELEN,VEHICLE,Kinn,Vestland,R,RV5 S18D1 m6856,61.611982,5.25383
02345V805724,FLORVÅGTUNNELEN (BIL),VEHICLE,Askøy,Vestland,F,FV563 S1D1 m1671,60.412734,5.232013
79196V443434,FEIRING,VEHICLE,Eidsvoll,Viken,F,FV33 S4D1 m5085,60.587689,11.146993
44882V971792,RAHAUGEN NORD,VEHICLE,Halden,Viken,F,FV220 S5D1 m4453,59.173436,11.384896
02846V443400,GJELLEROSEN,VEHICLE,Nittedal,Viken,F,FV22 S1D1 m195,59.989457,10.933352
80190V443670,KOMPVEGEN,VEHICLE,Lillestrøm,Viken,F,FV170 S1D1 m7897,59.941711,11.301375
10095V2785540,R94 SKAIDI,VEHICLE,Hammerfest,Troms og Finnmark,R,RV94 S1D1 m200,70.433591,24.497748
11138B1926267,HAFSTAD VEST (SYKKEL),BICYCLE,Sunnfjord,Vestland,E,EV39 S58D700 m377,61.449634,5.864214
91810V2497857,Vågstrandstunnelen,VEHICLE,Rauma,Møre og Romsdal,E,EV136 S5D1 m3763,62.564511,7.406031
18512V1665976,BORGENKRYSSET,VEHICLE,Ullensaker,Viken,E,EV16 S58D1 m3959,60.091815,11.212733
00875V249529,Eidssetra,VEHICLE,Molde,Møre og Romsdal,E,EV39 S22D1 m6094,62.78839,7.522886
35294V249020,Vikansvingen,VEHICLE,Kristiansund,Møre og Romsdal,R,RV70 S18D1 m3480,63.110121,7.770725
71319V320685,Møllebukta,VEHICLE,Stavanger,Rogaland,F,FV4540 S2D1 m981,58.940857,5.673844
17769V1175834,FRITZØE-VILLA,VEHICLE,Larvik,Vestfold og Telemark,F,FV301 S1D1 m928,59.044743,10.014705
02989V1672074,KILEN,VEHICLE,Tønsberg,Vestfold og Telemark,F,FV300 S1D1 m25,59.273839,10.433344
74801V2676825,Thallerkrysset,VEHICLE,Bodø,Nordland,R,RV80 S6D10 m670,67.282327,14.41718
78982V705294,ØKELSRUD,VEHICLE,Ringsaker,Innlandet,F,FV184 S4D1 m271,60.892417,10.844704
26149V72856,Olsøykrysset mot Rissa,VEHICLE,Indre Fosen,Trøndelag,F,FV720 S3D1 m13499,63.672886,10.209853
96715V521387,Morgedal,VEHICLE,Kviteseid,Vestfold og Telemark,E,EV134 S30D1 m2792,59.472199,8.424334
14875V249119,Flyplasskrysset,VEHICLE,Kristiansund,Møre og Romsdal,R,RV70 S18D10 m197,63.109557,7.804543
52705V22213,GAARDALEN,VEHICLE,Arendal,Agder,F,FV420 S3D1 m370,58.449861,8.745926
26581V971445,ROLVSØYSUND BRU,VEHICLE,Sarpsborg,Viken,F,FV109 S2D1 m4279,59.268559,11.031226
84578V319700,Slettebø,VEHICLE,Eigersund,Rogaland,R,RV426 S1D1 m8458,58.469551,6.025943
22726V72831,Muan,VEHICLE,Orkland,Trøndelag,F,FV700 S4D1 m2145,63.026243,9.711152
77027V1207593,R80 Sjøgata,VEHICLE,Bodø,Nordland,R,RV80 S6D10 m1735,67.28627,14.393779
07122V443593,Rv159 Fjellstad Avrampe,VEHICLE,Lørenskog,Viken,R,RV159 S3D1 m2626 KD1 m30,59.938597,11.009255
95419V704716,SAND S,VEHICLE,Nord-Odal,Innlandet,F,FV209 S4D1 m7061,60.393485,11.53691
90465V384130,VIDESETER,VEHICLE,Stryn,Vestland,F,FV258 S2D1 m9910,61.938004,7.263083
04904V971774,NYE SVINESUND BRU,VEHICLE,Halden,Viken,E,EV6 S1D1 m350,59.097515,11.250963
77470V2664206,Jessheim nord fra Gardermoen,VEHICLE,Ullensaker,Viken,E,EV16 S57D10 m1275,60.160512,11.154934
84777V1900354,Skogmo mot Høylandet,VEHICLE,Overhalla,Trøndelag,F,FV17 S12D1 m3945,64.506037,11.998735
04903V72635,Kvål,VEHICLE,Melhus,Trøndelag,F,FV6590 S1D1 m481,63.225991,10.278109
25260V1175672,FOKSERØD SYD,VEHICLE,Sandefjord,Vestfold og Telemark,F,FV256 S4D1 m2237,59.170966,10.210031
