id,name,trafficType,municipality,county,roadCategory,road_ref,lat,lon
43574V249669,Nyjord,VEHICLE,Aukra,Møre og Romsdal,F,FV531 S1D1 m781,62.804262,6.87447
66661V1944424,HOLLUNDSVEGEN,VEHICLE,Bømlo,Vestland,F,FV5004 S1D1 m40,59.797169,5.185952
37009B1175548,NORDBYEN-SYKKEL,BICYCLE,Tønsberg,Vestfold og Telemark,F,FV308 S3D1 m1022,59.270069,10.402035
17412V971822,HOLØS SØR,VEHICLE,Rakkestad,Viken,F,FV124 S3D1 m3079,59.436851,11.3168
85233V930344,Aidejavri RGR,VEHICLE,Kautokeino,Troms og Finnmark,E,EV45 S12D1 m3023,68.750928,23.306759
00172B1699322,STANGEBRUA SYKKEL,BICYCLE,Stange,Innlandet,F,FV222 S3D1 m9057,60.784944,11.105447
07144V625582,Sørkedalsveien,VEHICLE,Oslo,Oslo,K,KV168 S1D1 m2983,59.934471,10.697955
13658V2659403,Granfosstunnelen Mot Metrering,VEHICLE,Bærum,Viken,R,RV150 S3D1 m1781,59.913962,10.629457
94909V444072,Fv 469 Vallhall,VEHICLE,Ullensaker,Viken,F,FV1566 S1D1 m802,60.168949,11.14413
86451V805010,PUD.BRU - NØSTET,VEHICLE,Bergen,Vestland,R,RV555 S1D1 m762 KD3 m185,60.386423,5.319341
57544V930596,E6 Skaidi,VEHICLE,Hammerfest,Troms og Finnmark,E,EV6 S210D1 m13552,70.432433,24.503051
60468V1060180,VINGROM VEST,VEHICLE,Lillehammer,Innlandet,F,FV250 S4D1 m11173,61.050538,10.387512
54369V2511480,Dragsund,VEHICLE,Ulstein,Møre og Romsdal,F,FV61 S4D1 m5363,62.290942,5.850925
42234V578501,Hansvika mot Lødding,VEHICLE,Nærøysund,Trøndelag,F,FV7088 S1D1 m4160,64.89746,11.252763
11128V249021,Viadukten,VEHICLE,Kristiansund,Møre og Romsdal,R,RV70 S19D1 m1958,63.122418,7.726816
04274V705260,Storgata Kongsvinger,VEHICLE,Kongsvinger,Innlandet,K,KV1880 S3D1 m152,60.191699,11.998983
86055V930630,SKJÅHOLMEN,VEHICLE,Hammerfest,Troms og Finnmark,R,RV94 S4D1 m2893,70.545941,23.730494
68511V2673383,Tromsøysundtunnelen T1,VEHICLE,Tromsø,Troms og Finnmark,E,EV8 S2D1 m2966,69.67012,19.018382
78456V521428,TJØNNEFOSS,VEHICLE,Nissedal,Vestfold og Telemark,R,RV41 S12D1 m2091,58.975403,8.522506
09081V1822315,YTREBYGDSVN. VED DOLVIK SØR,VEHICLE,Bergen,Vestland,F,FV556 S1D1 m6905,60.309016,5.268046
36944V2664207,Jessheim nord mot Gardermoen,VEHICLE,Ullensaker,Viken,E,EV16 S57D30 m350,60.160397,11.153762
81686B2542142,NØTTERØYVEIEN-SYKKEL,BICYCLE,Tønsberg,Vestfold og Telemark,F,FV308 S3D1 m2882,59.256891,10.415155
21122V1060167,BJONEROA NORD FV245,VEHICLE,Søndre Land,Innlandet,F,FV245 S4D1 m6462,60.548037,10.293506
00917V805315,KJØKKELVIKVEIEN,VEHICLE,Bergen,Vestland,F,FV5208 S1D1 m26,60.370507,5.232095
11440V705362,KIRKEBERGET,VEHICLE,Åmot,Innlandet,F,FV2182 S1D1 m1009,61.13799,11.363165
03711V1060662,GROTLI VEST (RV15),VEHICLE,Skjåk,Innlandet,R,RV15 S12D1 m6434,62.026761,7.522766
83592B383737,FØRDE VEST (SYKKEL),BICYCLE,Sunnfjord,Vestland,E,EV39 S58D800 m285,61.450488,5.848312
10441V704745,VIKSELV,VEHICLE,Stange,Innlandet,F,FV222 S1D1 m1876,60.619886,11.285111
03836V1125958,Kvaløysletta nord,VEHICLE,Tromsø,Troms og Finnmark,F,FV863 S1D1 m378,69.698434,18.889475
69037V625235,Skullerud Avrampe Nordgående,VEHICLE,Oslo,Oslo,E,EV6 S15D1 m5382 KD1 m210,59.862816,10.830928
42465V1060624,SJOA SØR,VEHICLE,Nord-Fron,Innlandet,F,FV2522 S7D1 m6806,61.669614,9.567347
55974V2558758,Kråkmotunnelen,VEHICLE,Hamarøy,Nordland,E,EV6 S149D1 m836,67.800783,15.983665
14111V22152,E-18 NYE RANNEKLEIV,VEHICLE,Arendal,Agder,E,EV18 S14D1 m443,58.429486,8.695235
18554V248977,Furnestunnelen,VEHICLE,Sula,Møre og Romsdal,F,FV61 S1D1 m1659,62.421656,6.285145
94820V1175548,KANALBRUA,VEHICLE,Tønsberg,Vestfold og Telemark,F,FV308 S3D1 m2409,59.261333,10.416086
57782V443152,Ski Flataaser,VEHICLE,Nordre Follo,Viken,E,EV6 S14D1 m7040,59.793318,10.841326
85036B1824272,Værnestunnelen - sykkel,BICYCLE,Stjørdal,Trøndelag,E,EV6 S79D240 m420,63.459412,10.911343
70520V1060274,ØVERBYVEGEN 64,VEHICLE,Vestre Toten,Innlandet,F,FV2362 S3D1 m5751,60.735685,10.632546
08615V2398666,VANGSTUNNELEN,VEHICLE,Voss,Vestland,E,EV16 S10D1 m9274,60.637203,6.418082
77288V704562,RASTA NEDRE,VEHICLE,Kongsvinger,Innlandet,R,RV2 S4D1 m4025,60.181518,12.018117
81008V41567,Festningsgata,VEHICLE,Trondheim,Trøndelag,F,FV6666 S1D1 m1857,63.428338,10.416223
08132V1984223,VÆRSTEBRUA,VEHICLE,Fredrikstad,Viken,F,FV108 S1D1 m1072,59.215639,10.926776
57211V805408,IBSENSGATE,VEHICLE,Bergen,Vestland,F,FV584 S1D1 m640,60.373142,5.350081
29329V971502,BERGER NORD,VEHICLE,Indre Østfold,Viken,F,FV115 S7D1 m2533,59.600163,11.186459
37754V1773669,VØYEN AVRAMPE,VEHICLE,Bærum,Viken,E,EV16 S47D70 m2238 KD3 m180,59.922796,10.464377
74001V578650,Jubergskorsen mot Åsen,VEHICLE,Frosta,Trøndelag,F,FV753 S2D1 m3684,63.583551,10.761487
03310V2823418,E6 SYNSTRUND,VEHICLE,Stange,Innlandet,E,EV6 S29D1 m10836,60.715651,11.245658
18304V22179,RISLANDSFETA,VEHICLE,Åmli,Agder,R,RV41 S9D1 m2022,58.747534,8.474318
95678V1125814,TJELDSUND BRU VEST,VEHICLE,Harstad,Troms og Finnmark,E,EV10 S27D1 m520,68.630487,16.565815
53953V704480,MJØSBRUA ØST,VEHICLE,Ringsaker,Innlandet,E,EV6 S32D20 m10421,60.926852,10.684211
12393V249627,Eidem,VEHICLE,Hustadvika,Møre og Romsdal,F,FV664 S1D1 m1214,62.851313,7.114961
02535V971411,HOLTET,VEHICLE,Halden,Viken,F,FV220 S1D1 m245,58.880725,11.535469
05336V971827,HOVIN SKOLE,VEHICLE,Indre Østfold,Viken,F,FV122 S2D1 m1327,59.626164,11.081687
96770V22167,RYSSTAD,VEHICLE,Valle,Agder,R,RV9 S15D1 m9151,59.096232,7.528827
00780V249645,Myrane Vest,VEHICLE,Vanylven,Møre og Romsdal,F,FV5852 S1D1 m69,62.09652,5.574505
12012V578177,Byaenget,VEHICLE,Steinkjer,Trøndelag,F,FV763 S1D1 m1148,64.025285,11.501723
04474V1060615,VINGROM SØR,VEHICLE,Lillehammer,Innlandet,E,EV6 S35D1 m14840,61.035831,10.440602
04823V930651,Kongsfjord,VEHICLE,Berlevåg,Troms og Finnmark,F,FV890 S7D1 m12993,70.712538,29.289891
97687V930620,Storskog RGR,VEHICLE,Sør-Varanger,Troms og Finnmark,E,EV105 S2D1 m4494,69.659655,30.203336
87721V2695722,KJØREPLASS BRU ØST,VEHICLE,Modum,Viken,F,FV287 S1D1 m3521,59.908712,9.895023
83425V249573,Torvika,VEHICLE,Rauma,Møre og Romsdal,F,FV64 S2D1 m6337,62.567699,7.58528
09717B1671751,Vollevann fv452 Sykkel,BICYCLE,Kristiansand,Agder,F,FV452 S1D105 m24,58.166136,8.033196
64211V2520554,FORUSBEEN/BRANSTASJ,VEHICLE,Stavanger,Rogaland,F,FV4526 S2D1 m1524,58.89451,5.70531
56756V521160,Skafsåheia,VEHICLE,Tokke,Vestfold og Telemark,F,FV45 S5D1 m984,59.370063,7.867363
56645V971498,GREÅKERDALEN,VEHICLE,Sarpsborg,Viken,F,FV114 S1D1 m1743,59.27907,11.046912
16849V805748,NATLAND BOMSTASJON,VEHICLE,Bergen,Vestland,F,FV585 S1D1 m1689,60.346759,5.364217
21252V704759,MESNALIA N,VEHICLE,Ringsaker,Innlandet,F,FV229 S1D1 m1974,61.107534,10.70233
72753V1896595,SMAALENENE BRU,VEHICLE,Indre Østfold,Viken,E,EV18 S63D1 m1479,59.592219,11.096415
55507V319881,MADLAV. VED MOSVANN,VEHICLE,Stavanger,Rogaland,R,RV509 S4D1 m835,58.961068,5.712155
70248V804944,MONGSTAD SØR,VEHICLE,Austrheim,Vestland,F,FV57 S4D1 m9773,60.793234,5.021578
79743V1125914,TROMSØBRUA,VEHICLE,Tromsø,Troms og Finnmark,F,FV862 S1D1 m1705,69.654122,18.96536
49827V971809,SKIPTVET NORD,VEHICLE,Skiptvet,Viken,F,FV115 S5D1 m5495,59.49684,11.163598
44335V2823409,UTHUSKRYSSET RAMPE SØRG.,VEHICLE,Stange,Innlandet,E,EV6 S29D1 m12094 KD3 m270,60.724512,11.227463
90390V443603,BÆRUM RINGSTADBEKK,VEHICLE,Bærum,Viken,F,FV160 S1D1 m2028,59.920041,10.596105
09750V705194,RENA S,VEHICLE,Åmot,Innlandet,R,RV3 S6D1 m10024,61.121785,11.362935
45587V384040,GRAVENSTEINSGATA,VEHICLE,Sogndal,Vestland,R,RV5 S6D1 m1192,61.231306,7.101244
16339V444237,INGJERDALEN,VEHICLE,Ullensaker,Viken,F,FV1548 S2D1 m1550,60.089676,11.243324
47171V2712128,HØGBERGET,VEHICLE,Nord-Fron,Innlandet,F,FV255 S9D1 m11001,61.57693,9.533477
44646V444275,Flateby,VEHICLE,Nesodden,Viken,F,FV156 S3D1 m7241,59.823271,10.681817
32633V249558,Myrane Nord,VEHICLE,Vanylven,Møre og Romsdal,F,FV61 S10D1 m5655,62.096773,5.57813
08422V886041,Kirkeveien v/Reinslettkrysset,VEHICLE,Bodø,Nordland,F,FV834 S1D1 m794,67.288187,14.420326
27754V805707,DAMSGÅRDTUNNELEN,VEHICLE,Bergen,Vestland,R,RV555 S1D1 m2621,60.381229,5.293341
01559V249583,Rindalskogen,VEHICLE,Rindal,Trøndelag,F,FV65 S5D1 m130,63.097053,9.436914
51368V625246,Pårampe fra Sandstuveien,VEHICLE,Oslo,Oslo,E,EV6 S16D1 m545 KD4 m146,59.887795,10.807295
96356V2823426,KÅTERUDKRYSSET RAMPE NORDGÅENDE,VEHICLE,Stange,Innlandet,E,EV6 S30D1 m8503 KD2 m264,60.788863,11.126078
27281B1824158,Borgundvegen Sykkel,BICYCLE,Ålesund,Møre og Romsdal,E,EV136 S1D160 m963,62.464564,6.303997
63730V443521,ULLERUDSLETTA,VEHICLE,Frogn,Viken,F,FV152 S1D50 m605,59.669764,10.64825
12167V1060414,SKAARSETH,VEHICLE,Lillehammer,Innlandet,F,FV2520 S1D1 m2147,61.131981,10.474938
77685V578099,ÅSMYRA,VEHICLE,Namsos,Trøndelag,F,FV17 S4D1 m3147,64.209392,11.215688
43623V704583,HANEKAMPEN,VEHICLE,Rendalen,Innlandet,R,RV3 S15D1 m8530,61.802131,10.849795
11654B1671763,Vollevann E18 Sykkel,BICYCLE,Kristiansand,Agder,E,EV18 S2D1 m177,58.165366,8.033543
53365V521100,VÅGSLI TUNNEL,VEHICLE,Vinje,Vestfold og Telemark,E,EV134 S17D1 m2255,59.793941,7.276422
33926V2721315,Flyplassvegen Sola,VEHICLE,Sola,Rogaland,R,RV509 S1D10 m267,58.893961,5.631846
04914V319700,KROSSMOEN,VEHICLE,Eigersund,Rogaland,R,RV426 S1D1 m490,58.522177,6.09183
21358V971791,DET GAMLE BADET,VEHICLE,Halden,Viken,F,FV220 S4D1 m5695,59.126576,11.387
93232V444346,NORDLIVN. LORENSKOG,VEHICLE,Lørenskog,Viken,F,FV1521 S1D1 m1221,59.918833,10.946851
01581V249554,Hareidsporten,VEHICLE,Hareid,Møre og Romsdal,F,FV61 S3D1 m244,62.369979,6.026039
79110V444262,HOLSTADVN. AAS,VEHICLE,Ås,Viken,F,FV152 S3D1 m2026,59.683788,10.813045
18129V804739,STANGHELLE,VEHICLE,Vaksdal,Vestland,E,EV16 S6D1 m3822,60.549915,5.736571
16810V2195091,JONDALSTUNNELEN,VEHICLE,Kvinnherad,Vestland,F,FV49 S4D1 m1611,60.170664,6.297961
59217V2725982,Ryfylketunnelen mot Solbakk 3,VEHICLE,Strand,Rogaland,R,RV13 S2D1 m8821,59.048377,5.862163
17314B971599,TROLLDALEN SYKKEL,BICYCLE,Moss,Viken,F,FV316 S1D100 m406,59.449042,10.687764
85965V2518810,LYDERHORNSVEIEN NORD,VEHICLE,Bergen,Vestland,F,FV558 S1D1 m5414,60.36778,5.249734
71798V319583,Forus ved Stv.Aftenblad påkj. mot Sandnes,VEHICLE,Sandnes,Rogaland,E,EV39 S101D1 m588 KD2 m352,58.883648,5.717813
00776V930459,KJOSVEIEN,VEHICLE,Alta,Troms og Finnmark,F,FV7990 S1D1 m70,69.966863,23.375374
17544V1787893,LIEKRYSSET,VEHICLE,Ullensaker,Viken,F,FV1551 S1D1 m1786,60.180355,11.1706
07034V72302,SELBU SKISTADION,VEHICLE,Selbu,Trøndelag,F,FV705 S3D1 m701,63.337987,11.088411
09525V2399484,Brennåsen retning vest,VEHICLE,Kristiansand,Agder,E,EV39 S127D1 m101,58.138462,7.857542
17764V2679095,Harstadåstunnelen,VEHICLE,Harstad,Troms og Finnmark,R,RV83 S3D1 m2380,68.794571,16.531058
87734V2312218,Lørentunell Østgående,VEHICLE,Oslo,Oslo,R,RV150 S1D1 m3417,59.930763,10.801885
49950V319650,Førresfjordvegen,VEHICLE,Tysvær,Rogaland,E,EV134 S2D1 m9776,59.423191,5.424574
84832V705305,STANGE V,VEHICLE,Stange,Innlandet,F,FV1864 S1D1 m5020,60.715586,11.178327
24589V249613,Godøytunnelen,VEHICLE,Giske,Møre og Romsdal,F,FV5957 S2D1 m846,62.503073,6.049184
03990V319811,TJØSVOLD,VEHICLE,Karmøy,Rogaland,F,FV547 S2D1 m2802,59.265913,5.194528
79417V249636,Hopen Ø.,VEHICLE,Smøla,Møre og Romsdal,F,FV669 S6D1 m7369,63.458749,8.033117
13104V1126310,SAMA v/x Meieriveien,VEHICLE,Harstad,Troms og Finnmark,R,RV83 S3D1 m4037,68.805704,16.523522
01676V41944,Leirbrua ved Granåsen,VEHICLE,Trondheim,Trøndelag,F,FV6650 S2D1 m6736,63.379619,10.316315
20895V805602,DALSLEID VEST,VEHICLE,Vaksdal,Vestland,E,EV16 S7D1 m1211,60.612113,5.832682
57114V705039,VÅLER N,VEHICLE,Våler,Innlandet,F,FV2116 S1D1 m2920,60.681325,11.834591
71989V885955,SVOLVÆR Ø.,VEHICLE,Vågan,Nordland,E,EV10 S14D1 m10255,68.24229,14.587079
48498V1125765,HEGGELIA,VEHICLE,Målselv,Troms og Finnmark,E,EV6 S174D1 m4015,69.034885,18.506427
88184V2303031,Eikeberget SV rampe,VEHICLE,Sola,Rogaland,R,RV509 S1D1 m1799 KD3 m277,58.896214,5.676137
76429V2548000,ÅS NLH VOLLEBEKK,VEHICLE,Ås,Viken,F,FV152 S2D1 m695,59.664586,10.758511
20680V625530,Rv 163 Brobekk Nordgående,VEHICLE,Oslo,Oslo,R,RV163 S1D1 m2551,59.932857,10.828154
33731V249521,Sætre,VEHICLE,Ørsta,Møre og Romsdal,E,EV39 S38D1 m7789,62.209858,6.071825
84170V249428,Lerstadvegen,VEHICLE,Ålesund,Møre og Romsdal,F,FV534 S1D1 m3264,62.469536,6.301737
17482V319932,GRINDE ØST,VEHICLE,Tysvær,Rogaland,F,FV515 S1D1 m1760,59.4267,5.479602
86830B971481,HABORNVEIEN SYKKEL,BICYCLE,Fredrikstad,Viken,R,RV22 S1D100 m2251,59.204244,10.9768
93601V886103,Ålstad øst,VEHICLE,Steigen,Nordland,F,FV7520 S1D1 m30276,67.919678,15.174308
60371V1719219,SOLBERG NORD,VEHICLE,Sarpsborg,Viken,E,EV6 S3D1 m7867,59.23958,11.134942
49530V804761,TRENGEREID-OSTERØY,VEHICLE,Bergen,Vestland,E,EV16 S3D1 m4892 KD3 m110,60.422224,5.5403
57808V2282277,KLEVERUD,VEHICLE,Stange,Innlandet,E,EV6 S27D1 m6301,60.554701,11.250689
32426V249052,Fiskarstrand,VEHICLE,Sula,Møre og Romsdal,F,FV657 S1D1 m2699,62.436184,6.2787
90978V1126285,Setermoen Sør,VEHICLE,Bardu,Troms og Finnmark,E,EV6 S171D1 m7978,68.859193,18.331816
76881V578085,Verdal arm Verdalsøra-Levanger,VEHICLE,Verdal,Trøndelag,E,EV6 S86D1 m3749 KD4 m150,63.786503,11.461618
02637V1060053,REINSVOLL,VEHICLE,Vestre Toten,Innlandet,F,FV2368 S1D1 m207,60.687623,10.608595
26467V121457,LYSGÅRD,VEHICLE,Kristiansand,Agder,F,FV461 S1D1 m621,58.142596,7.851062
03476V41818,Jakobslivegen ved Skovgård,VEHICLE,Trondheim,Trøndelag,K,KV3330 S1D1 m70,63.428213,10.495449
94845V521171,Ørviksletta,VEHICLE,Porsgrunn,Vestfold og Telemark,R,RV354 S1D1 m4345,59.067769,9.688556
25819V2511481,Haddal,VEHICLE,Ulstein,Møre og Romsdal,F,FV653 S1D1 m30,62.291344,5.852343
93944V1060133,LEIRA (FV51),VEHICLE,Nord-Aurdal,Innlandet,F,FV51 S5D1 m8111,60.969168,9.28858
78492V2394249,Rotvollekra,VEHICLE,Trondheim,Trøndelag,R,RV706 S2D1 m6338,63.431275,10.480323
00844V249651,Rotevatn,VEHICLE,Volda,Møre og Romsdal,F,FV5894 S1D1 m104,62.14694,6.089483
27857V444273,Nessetveien,VEHICLE,Ås,Viken,F,FV156 S1D1 m9271,59.724112,10.729355
12478V320582,JÅTTEN,VEHICLE,Stavanger,Rogaland,E,EV39 S100D1 m15810,58.903094,5.704821
63025V885155,HERGOTTA,VEHICLE,Narvik,Nordland,E,EV6 S164D30 m13658,68.452627,17.706651
83717V1126309,HARSTAD BYSKILLET (K,VEHICLE,Harstad,Troms og Finnmark,R,RV83 S3D10 m382,68.796506,16.537984
87850V2527472,BYGNESKRYSSET NORD,VEHICLE,Karmøy,Rogaland,F,FV547 S1D1 m5373,59.296772,5.292164
16035V971817,SARPSFOSSEN BRU,VEHICLE,Sarpsborg,Viken,F,FV118 S5D1 m710,59.279788,11.126583
78019V2370741,VALLAVIK AUST,VEHICLE,Ulvik,Vestland,F,FV572 S2D1 m4570,60.489533,6.825168
34670V249558,Myrane Sør,VEHICLE,Vanylven,Møre og Romsdal,F,FV61 S10D1 m5858,62.095845,5.574847
42324V1060631,BEGNADALEN,VEHICLE,Sør-Aurdal,Innlandet,E,EV16 S41D1 m7080,60.631866,9.895112
73691B1835999,Siddishallen Sykkel,BICYCLE,Stavanger,Rogaland,R,RV509 S3D100 m5217,58.954645,5.695016
73894V444221,JESSHEIM EV6,VEHICLE,Ullensaker,Viken,E,EV6 S22D1 m6724,60.141623,11.154226
91821V930281,E6 Kirkenes X FV367 Øst,VEHICLE,Sør-Varanger,Troms og Finnmark,E,EV6 S244D1 m2397,69.725342,30.067641
81009V805718,BJØRNDALSTRÆ,VEHICLE,Bergen,Vestland,F,FV574 S2D1 m3561,60.359852,5.242661
17350V1885991,SANDEIDET - KNAPPETUN.DOLVIK,VEHICLE,Bergen,Vestland,F,FV557 S1D1 m4887 KD6 m40,60.332684,5.265007
40238V2797154,Strømnes mot Namsos,VEHICLE,Steinkjer,Trøndelag,F,FV17 S2D1 m2438,64.097087,11.325975
13606V2303025,Eikeberget SØ rampe,VEHICLE,Sola,Rogaland,R,RV509 S1D1 m1799 KD4 m41,58.896514,5.677582
88125V320152,Austrått,VEHICLE,Sandnes,Rogaland,F,FV334 S3D1 m1314,58.8384,5.741526
17155V2518835,Knappetun.Nord R1,VEHICLE,Bergen,Vestland,F,FV557 S1D1 m5510,60.336616,5.264413
40191V1060144,TYIN NORD,VEHICLE,Vang,Innlandet,F,FV53 S1D1 m4361,61.231543,8.232713
92067V21855,NEDENES,VEHICLE,Arendal,Agder,F,FV420 S4D1 m4458,58.41882,8.703218
84212V805616,EIDSVÅGTUNNELEN,VEHICLE,Bergen,Vestland,E,EV39 S77D1 m1543,60.426449,5.303956
32516V319852,Fosse,VEHICLE,Time,Rogaland,F,FV505 S2D1 m1694,58.705261,5.695672
64986V705274,STANGE S,VEHICLE,Stange,Innlandet,F,FV222 S2D1 m6966,60.703352,11.184286
00393V578679,Nordlandskorsen mot Kolvereid,VEHICLE,Nærøysund,Trøndelag,F,FV770 S1D1 m40,64.970272,12.159924
10493V249543,Hjelviktunnelen Øst,VEHICLE,Rauma,Møre og Romsdal,E,EV136 S4D1 m7455,62.614082,7.266637
88187V625613,Nedre Kaldbakkvei V/ Østre Akersvei,VEHICLE,Oslo,Oslo,R,RV191 S1D1 m1405,59.940581,10.858267
58941V22161,EVJE,VEHICLE,Evje og Hornnes,Agder,R,RV9 S8D1 m844,58.584787,7.801867
72510V1060728,BAGNSÅSEN,VEHICLE,Sør-Aurdal,Innlandet,F,FV2444 S3D1 m4865,60.819471,9.579398
45026B622830,Bryn Sykkel,BICYCLE,Oslo,Oslo,E,EV6 S16D115 m1226,59.90205,10.819436
77083V320609,Sirevåg sør,VEHICLE,Hå,Rogaland,F,FV44 S9D1 m7723,58.494933,5.806473
11160V443688,NORDMOKORSET S,VEHICLE,Nannestad,Viken,F,FV176 S3D1 m471,60.249377,11.095471
59306V121493,ODDERHEIA,VEHICLE,Kristiansand,Agder,F,FV496 S1D1 m5686,58.13838,8.074736
75801B1859618,Lassa sykkel,BICYCLE,Stavanger,Rogaland,R,RV509 S3D300 m397,58.959777,5.699419
01277B2094427,Bybrua vest,BICYCLE,Stavanger,Rogaland,F,FV4566 S1D100 m24,58.969188,5.747735
41598V1175670,FEVANG,VEHICLE,Sandefjord,Vestfold og Telemark,F,FV256 S5D1 m2313,59.194484,10.230336
04211V1677432,Nye Ilsvikøra,VEHICLE,Trondheim,Trøndelag,F,FV715 S1D1 m20,63.430505,10.359554
62778V805646,GULLBOTN,VEHICLE,Samnanger,Vestland,F,FV49 S12D1 m3689,60.398249,5.650308
97129V249051,Magerhol ØST,VEHICLE,Ålesund,Møre og Romsdal,F,FV656 S1D1 m11599,62.432385,6.503536
16882V1126285,BRANDVOLL NORD,VEHICLE,Bardu,Troms og Finnmark,E,EV6 S171D1 m545,68.823344,18.196025
10649V121767,ÅSEMOEN,VEHICLE,Kvinesdal,Agder,F,FV42 S12D1 m22638,58.520709,6.964185
91946V971503,SKJØNHAUG VEST,VEHICLE,Indre Østfold,Viken,F,FV115 S7D1 m13175,59.637655,11.308937
00805V72292,Årli,VEHICLE,Orkland,Trøndelag,F,FV700 S1D1 m80,63.170754,9.737808
47166V804764,RAMPE OSTERØY TIL ARNA,VEHICLE,Bergen,Vestland,E,EV16 S3D1 m4892 KD4 m175,60.422092,5.536767
08346V930598,FALAS,VEHICLE,Porsanger,Troms og Finnmark,E,EV6 S213D1 m4600,70.472588,25.045828
89787V605343,Slemdalsveien,VEHICLE,Oslo,Oslo,K,KV16621 S1D1 m2971,59.94942,10.699009
85120V804911,KJEPSO BOMST.,VEHICLE,Kvam,Vestland,F,FV79 S2D1 m8821,60.443918,6.486626
79813V249638,Steinberget,VEHICLE,Surnadal,Møre og Romsdal,F,FV670 S2D1 m5013,62.915891,8.654822
44176V444229,BÆRUM RINGERIKS 175,VEHICLE,Bærum,Viken,F,FV168 S3D1 m1945,59.912689,10.470388
08002V181261,AVKJ. DARBU VEST,VEHICLE,Øvre Eiker,Viken,E,EV134 S43D1 m4163,59.700548,9.772301
14664V930577,Wesselborgen,VEHICLE,Sør-Varanger,Troms og Finnmark,F,FV8122 S1D1 m179,69.721005,30.048283
59550V930313,KOMAGVÆR 2,VEHICLE,Vardø,Troms og Finnmark,E,EV75 S4D1 m6453,70.245428,30.530803
93122V249107,Svinviktunnelen,VEHICLE,Surnadal,Møre og Romsdal,F,FV6145 S1D1 m9485,62.841957,8.649311
14051V1060202,HUNDORP BRU (GML.FV256),VEHICLE,Sør-Fron,Innlandet,F,FV2532 S6D10 m905,61.540447,9.973471
19949V971795,SKJØNHAUG NORD,VEHICLE,Indre Østfold,Viken,R,RV22 S10D1 m645,59.646479,11.313427
42011V443823,BÆRUM HØVIKV F.RUND,VEHICLE,Bærum,Viken,F,FV1628 S2D1 m258,59.900712,10.57773
41085B1688427,ØYRANE (SYKKEL),BICYCLE,Sunnfjord,Vestland,R,RV5 S14D100 m918,61.45814,5.849818
40763V3134118,BAGNSKLEIVA NORD,VEHICLE,Nord-Aurdal,Innlandet,E,EV16 S37D1 m5247,60.858504,9.502057
29852V885202,E10 Moskenes x  mot Å ,VEHICLE,Moskenes,Nordland,E,EV10 S1D1 m4772,67.902146,13.04104
16951V1060659,VÅGÅMO VEST (FV452),VEHICLE,Vågå,Innlandet,F,FV2630 S1D1 m2509,61.870273,9.101926
84803V886013,Fv82 Kjølhågen,VEHICLE,Andøy,Nordland,F,FV82 S14D1 m4402,69.271233,16.039883
61760V521240,Ballestadhøgda,VEHICLE,Skien,Vestfold og Telemark,F,FV3270 S1D1 m3476,59.185966,9.643784
22540V121303,PRESTEBEKKEN,VEHICLE,Kristiansand,Agder,E,EV18 S1D1 m5776,58.160525,8.016904
14428V578666,Grønnøra,VEHICLE,Snåsa,Trøndelag,F,FV763 S5D1 m6690,64.176769,12.156023
05882V3188133,SIMO,VEHICLE,Fredrikstad,Viken,R,RV110 S3D1 m2716,59.22566,10.916229
01368V384495,STOREHAGEN BRU,VEHICLE,Sunnfjord,Vestland,R,RV5 S14D1 m121,61.451272,5.849882
66163V21769,KVENNHUSBEKKEN,VEHICLE,Birkenes,Agder,R,RV41 S2D1 m8976,58.308035,8.193869
64412V443607,BÆRUM HAUGER SKOLE,VEHICLE,Bærum,Viken,F,FV160 S2D1 m1773,59.911033,10.508119
55153V805604,HERLAND,VEHICLE,Bergen,Vestland,E,EV16 S3D1 m4951,60.42209,5.537688
07594B2621732,Røykenv v/Eidssletta sykkel,BICYCLE,Asker,Viken,F,FV167 S2D100 m2889,59.801301,10.445053
14598V625562,Pårampe mot Grorud,VEHICLE,Oslo,Oslo,R,RV163 S1D1 m8602 KD4 m43,59.953294,10.920957
59628V885948,STRAND,VEHICLE,Sortland,Nordland,R,RV85 S6D1 m3551,68.703226,15.444085
99329V72503,KYRKSÆTERØRA,VEHICLE,Heim,Trøndelag,F,FV6432 S4D1 m10358,63.29263,9.083371
14051V2499835,STRØM,VEHICLE,Sør-Odal,Innlandet,E,EV16 S62D1 m5238,60.245835,11.76221
18632V249231,Kråkset,VEHICLE,Ålesund,Møre og Romsdal,F,FV527 S1D1 m1868,62.53668,6.472316
77022V72359,OSLOVEGEN,VEHICLE,Trondheim,Trøndelag,R,RV706 S1D1 m2495,63.403862,10.387448
81047V249564,Toven,VEHICLE,Molde,Møre og Romsdal,F,FV62 S4D1 m12503,62.792825,8.123151
26489V521174,Vabakken,VEHICLE,Porsgrunn,Vestfold og Telemark,R,RV36 S1D1 m6005,59.139537,9.628294
67004V22180,STOA (NORD),VEHICLE,Arendal,Agder,F,FV42 S1D1 m1217,58.472427,8.711227
55493V2570030,VISPERUD PÅRAMPE,VEHICLE,Lørenskog,Viken,R,RV159 S2D1 m1536 SD1 m320,59.928932,10.953357
63940V1201937,VOLLA NORD,VEHICLE,Gran,Innlandet,F,FV2300 S3D1 m1300,60.333455,10.581617
